Date	CPI
Feb 1, 1963	30.40
Jan 1, 1963	30.40
Dec 1, 1962	30.40
Nov 1, 1962	30.40
Oct 1, 1962	30.40
Sep 1, 1962	30.40
Aug 1, 1962	30.30
Jul 1, 1962	30.30
Jun 1, 1962	30.20
May 1, 1962	30.20
Apr 1, 1962	30.20
Mar 1, 1962	30.10
Feb 1, 1962	30.10
Jan 1, 1962	30.00
Dec 1, 1961	30.00
Nov 1, 1961	30.00
Oct 1, 1961	30.00
Sep 1, 1961	30.00
Aug 1, 1961	29.90
Jul 1, 1961	30.00
Jun 1, 1961	29.80
May 1, 1961	29.80
Apr 1, 1961	29.80
Mar 1, 1961	29.80
Feb 1, 1961	29.80
Jan 1, 1961	29.80
Dec 1, 1960	29.80
Nov 1, 1960	29.80
Oct 1, 1960	29.80
Sep 1, 1960	29.60
Aug 1, 1960	29.60
Jul 1, 1960	29.60
Jun 1, 1960	29.60
May 1, 1960	29.50
Apr 1, 1960	29.50
Mar 1, 1960	29.40
Feb 1, 1960	29.40
Jan 1, 1960	29.30
Dec 1, 1959	29.40
Nov 1, 1959	29.40
Oct 1, 1959	29.40
Sep 1, 1959	29.30
Aug 1, 1959	29.20
Jul 1, 1959	29.20
Jun 1, 1959	29.10
May 1, 1959	29.00
Apr 1, 1959	29.00
Mar 1, 1959	28.90
Feb 1, 1959	28.90
Jan 1, 1959	29.00
Dec 1, 1958	28.90
Nov 1, 1958	29.00
Oct 1, 1958	28.90
Sep 1, 1958	28.90
Aug 1, 1958	28.90
Jul 1, 1958	29.00
Jun 1, 1958	28.90
May 1, 1958	28.90
Apr 1, 1958	28.90
Mar 1, 1958	28.80
Feb 1, 1958	28.60
Jan 1, 1958	28.60
Dec 1, 1957	28.40
Nov 1, 1957	28.40
Oct 1, 1957	28.30
Sep 1, 1957	28.30
Aug 1, 1957	28.30
Jul 1, 1957	28.30
Jun 1, 1957	28.10
May 1, 1957	28.00
Apr 1, 1957	27.90
Mar 1, 1957	27.80
Feb 1, 1957	27.70
Jan 1, 1957	27.60
Dec 1, 1956	27.60
Nov 1, 1956	27.50
Oct 1, 1956	27.50
Sep 1, 1956	27.40
Aug 1, 1956	27.30
Jul 1, 1956	27.40
Jun 1, 1956	27.20
May 1, 1956	27.00
Apr 1, 1956	26.90
Mar 1, 1956	26.80
Feb 1, 1956	26.80
Jan 1, 1956	26.80
Dec 1, 1955	26.80
Nov 1, 1955	26.90
Oct 1, 1955	26.90
Sep 1, 1955	26.90
Aug 1, 1955	26.80
Jul 1, 1955	26.80
Jun 1, 1955	26.70
May 1, 1955	26.70
Apr 1, 1955	26.70
Mar 1, 1955	26.70
Feb 1, 1955	26.70
Jan 1, 1955	26.70
Dec 1, 1954	26.70
Nov 1, 1954	26.80
Oct 1, 1954	26.80
Sep 1, 1954	26.80
Aug 1, 1954	26.90
Jul 1, 1954	26.90
Jun 1, 1954	26.90
May 1, 1954	26.90
Apr 1, 1954	26.80
Mar 1, 1954	26.90
Feb 1, 1954	26.90
Jan 1, 1954	26.90
Dec 1, 1953	26.90
Nov 1, 1953	26.90
Oct 1, 1953	27.00
Sep 1, 1953	26.90
Aug 1, 1953	26.90
Jul 1, 1953	26.80
Jun 1, 1953	26.80
May 1, 1953	26.70
Apr 1, 1953	26.60
Mar 1, 1953	26.60
Feb 1, 1953	26.50
Jan 1, 1953	26.60
Dec 1, 1952	26.70
Nov 1, 1952	26.70
Oct 1, 1952	26.70
Sep 1, 1952	26.70
Aug 1, 1952	26.70
Jul 1, 1952	26.70
Jun 1, 1952	26.50
May 1, 1952	26.40
Apr 1, 1952	26.40
Mar 1, 1952	26.30
Feb 1, 1952	26.30
Jan 1, 1952	26.50
Dec 1, 1951	26.50
Nov 1, 1951	26.40
Oct 1, 1951	26.20
Sep 1, 1951	26.10
Aug 1, 1951	25.90
Jul 1, 1951	25.90
Jun 1, 1951	25.90
May 1, 1951	25.90
Apr 1, 1951	25.80
Mar 1, 1951	25.80
Feb 1, 1951	25.70
Jan 1, 1951	25.40
Dec 1, 1950	25.00
Nov 1, 1950	24.70
Oct 1, 1950	24.60
Sep 1, 1950	24.40
Aug 1, 1950	24.30
Jul 1, 1950	24.10
Jun 1, 1950	23.80
May 1, 1950	23.70
Apr 1, 1950	23.60
Mar 1, 1950	23.60
Feb 1, 1950	23.50
Jan 1, 1950	23.50
Dec 1, 1949	23.60
Nov 1, 1949	23.80
Oct 1, 1949	23.70
Sep 1, 1949	23.90
Aug 1, 1949	23.80
Jul 1, 1949	23.70
Jun 1, 1949	23.90
May 1, 1949	23.80
Apr 1, 1949	23.90
Mar 1, 1949	23.80
Feb 1, 1949	23.80
Jan 1, 1949	24.00
Dec 1, 1948	24.10
Nov 1, 1948	24.20
Oct 1, 1948	24.40
Sep 1, 1948	24.50
Aug 1, 1948	24.50
Jul 1, 1948	24.40
Jun 1, 1948	24.10
May 1, 1948	23.90
Apr 1, 1948	23.80
Mar 1, 1948	23.40
Feb 1, 1948	23.50
Jan 1, 1948	23.70
Dec 1, 1947	23.40
Nov 1, 1947	23.10
Oct 1, 1947	23.00
Sep 1, 1947	23.00
Aug 1, 1947	22.50
Jul 1, 1947	22.20
Jun 1, 1947	22.00
May 1, 1947	21.90
Apr 1, 1947	21.90
Mar 1, 1947	21.90
Feb 1, 1947	21.50
Jan 1, 1947	21.50
Dec 1, 1946	21.50
Nov 1, 1946	21.30
Oct 1, 1946	20.80
Sep 1, 1946	20.40
Aug 1, 1946	20.20
Jul 1, 1946	19.80
Jun 1, 1946	18.70
May 1, 1946	18.50
Apr 1, 1946	18.40
Mar 1, 1946	18.30
Feb 1, 1946	18.10
Jan 1, 1946	18.20
Dec 1, 1945	18.20
Nov 1, 1945	18.10
Oct 1, 1945	18.10
Sep 1, 1945	18.10
Aug 1, 1945	18.10
Jul 1, 1945	18.10
Jun 1, 1945	18.10
May 1, 1945	17.90
Apr 1, 1945	17.80
Mar 1, 1945	17.80
Feb 1, 1945	17.80
Jan 1, 1945	17.80
Dec 1, 1944	17.80
Nov 1, 1944	17.70
Oct 1, 1944	17.70
Sep 1, 1944	17.70
Aug 1, 1944	17.70
Jul 1, 1944	17.70
Jun 1, 1944	17.60
May 1, 1944	17.50
Apr 1, 1944	17.50
Mar 1, 1944	17.40
Feb 1, 1944	17.40
Jan 1, 1944	17.40
Dec 1, 1943	17.40
Nov 1, 1943	17.40
Oct 1, 1943	17.40
Sep 1, 1943	17.40
Aug 1, 1943	17.30
Jul 1, 1943	17.40
Jun 1, 1943	17.50
May 1, 1943	17.50
Apr 1, 1943	17.40
Mar 1, 1943	17.20
Feb 1, 1943	16.90
Jan 1, 1943	16.90
Dec 1, 1942	16.90
Nov 1, 1942	16.80
Oct 1, 1942	16.70
Sep 1, 1942	16.50
Aug 1, 1942	16.50
Jul 1, 1942	16.40
Jun 1, 1942	16.30
May 1, 1942	16.30
Apr 1, 1942	16.10
Mar 1, 1942	16.00
Feb 1, 1942	15.80
Jan 1, 1942	15.70
Dec 1, 1941	15.50
Nov 1, 1941	15.40
Oct 1, 1941	15.30
Sep 1, 1941	15.10
Aug 1, 1941	14.90
Jul 1, 1941	14.70
Jun 1, 1941	14.70
May 1, 1941	14.40
Apr 1, 1941	14.30
Mar 1, 1941	14.20
Feb 1, 1941	14.10
Jan 1, 1941	14.10
Dec 1, 1940	14.10
Nov 1, 1940	14.00
Oct 1, 1940	14.00
Sep 1, 1940	14.00
Aug 1, 1940	14.00
Jul 1, 1940	14.00
Jun 1, 1940	14.10
May 1, 1940	14.00
Apr 1, 1940	14.00
Mar 1, 1940	14.00
Feb 1, 1940	14.00
Jan 1, 1940	13.90
Dec 1, 1939	14.00
Nov 1, 1939	14.00
Oct 1, 1939	14.00
Sep 1, 1939	14.10
Aug 1, 1939	13.80
Jul 1, 1939	13.80
Jun 1, 1939	13.80
May 1, 1939	13.80
Apr 1, 1939	13.80
Mar 1, 1939	13.90
Feb 1, 1939	13.90
Jan 1, 1939	14.00
Dec 1, 1938	14.00
Nov 1, 1938	14.00
Oct 1, 1938	14.00
Sep 1, 1938	14.10
Aug 1, 1938	14.10
Jul 1, 1938	14.10
Jun 1, 1938	14.10
May 1, 1938	14.10
Apr 1, 1938	14.20
Mar 1, 1938	14.10
Feb 1, 1938	14.10
Jan 1, 1938	14.20
Dec 1, 1937	14.40
Nov 1, 1937	14.50
Oct 1, 1937	14.60
Sep 1, 1937	14.60
Aug 1, 1937	14.50
Jul 1, 1937	14.50
Jun 1, 1937	14.40
May 1, 1937	14.40
Apr 1, 1937	14.30
Mar 1, 1937	14.20
Feb 1, 1937	14.10
Jan 1, 1937	14.10
Dec 1, 1936	14.00
Nov 1, 1936	14.00
Oct 1, 1936	14.00
Sep 1, 1936	14.00
Aug 1, 1936	14.00
Jul 1, 1936	13.90
Jun 1, 1936	13.80
May 1, 1936	13.70
Apr 1, 1936	13.70
Mar 1, 1936	13.70
Feb 1, 1936	13.80
Jan 1, 1936	13.80
Dec 1, 1935	13.80
Nov 1, 1935	13.80
Oct 1, 1935	13.70
Sep 1, 1935	13.70
Aug 1, 1935	13.70
Jul 1, 1935	13.70
Jun 1, 1935	13.70
May 1, 1935	13.80
Apr 1, 1935	13.80
Mar 1, 1935	13.70
Feb 1, 1935	13.70
Jan 1, 1935	13.60
Dec 1, 1934	13.40
Nov 1, 1934	13.50
Oct 1, 1934	13.50
Sep 1, 1934	13.60
Aug 1, 1934	13.40
Jul 1, 1934	13.40
Jun 1, 1934	13.40
May 1, 1934	13.30
Apr 1, 1934	13.30
Mar 1, 1934	13.30
Feb 1, 1934	13.30
Jan 1, 1934	13.20
Dec 1, 1933	13.20
Nov 1, 1933	13.20
Oct 1, 1933	13.20
Sep 1, 1933	13.20
Aug 1, 1933	13.20
Jul 1, 1933	13.10
Jun 1, 1933	12.70
May 1, 1933	12.60
Apr 1, 1933	12.60
Mar 1, 1933	12.60
Feb 1, 1933	12.70
Jan 1, 1933	12.90
Dec 1, 1932	13.10
Nov 1, 1932	13.20
Oct 1, 1932	13.30
Sep 1, 1932	13.40
Aug 1, 1932	13.50
Jul 1, 1932	13.60
Jun 1, 1932	13.60
May 1, 1932	13.70
Apr 1, 1932	13.90
Mar 1, 1932	14.00
Feb 1, 1932	14.10
Jan 1, 1932	14.30
Dec 1, 1931	14.60
Nov 1, 1931	14.70
Oct 1, 1931	14.90
Sep 1, 1931	15.00
Aug 1, 1931	15.10
Jul 1, 1931	15.10
Jun 1, 1931	15.10
May 1, 1931	15.30
Apr 1, 1931	15.50
Mar 1, 1931	15.60
Feb 1, 1931	15.70
Jan 1, 1931	15.90
Dec 1, 1930	16.10
Nov 1, 1930	16.40
Oct 1, 1930	16.50
Sep 1, 1930	16.60
Aug 1, 1930	16.50
Jul 1, 1930	16.60
Jun 1, 1930	16.80
May 1, 1930	16.90
Apr 1, 1930	17.00
Mar 1, 1930	16.90
Feb 1, 1930	17.00
Jan 1, 1930	17.10
Dec 1, 1929	17.20
Nov 1, 1929	17.30
Oct 1, 1929	17.30
Sep 1, 1929	17.30
Aug 1, 1929	17.30
Jul 1, 1929	17.30
Jun 1, 1929	17.10
May 1, 1929	17.00
Apr 1, 1929	16.90
Mar 1, 1929	17.00
Feb 1, 1929	17.10
Jan 1, 1929	17.10
Dec 1, 1928	17.10
Nov 1, 1928	17.20
Oct 1, 1928	17.20
Sep 1, 1928	17.30
Aug 1, 1928	17.10
Jul 1, 1928	17.10
Jun 1, 1928	17.10
May 1, 1928	17.20
Apr 1, 1928	17.10
Mar 1, 1928	17.10
Feb 1, 1928	17.10
Jan 1, 1928	17.30
Dec 1, 1927	17.30
Nov 1, 1927	17.30
Oct 1, 1927	17.40
Sep 1, 1927	17.30
Aug 1, 1927	17.20
Jul 1, 1927	17.30
Jun 1, 1927	17.60
May 1, 1927	17.40
Apr 1, 1927	17.30
Mar 1, 1927	17.30
Feb 1, 1927	17.40
Jan 1, 1927	17.50
Dec 1, 1926	17.70
Nov 1, 1926	17.70
Oct 1, 1926	17.60
Sep 1, 1926	17.50
Aug 1, 1926	17.40
Jul 1, 1926	17.50
Jun 1, 1926	17.70
May 1, 1926	17.80
Apr 1, 1926	17.90
Mar 1, 1926	17.80
Feb 1, 1926	17.90
Jan 1, 1926	17.90
Dec 1, 1925	17.90
Nov 1, 1925	18.00
Oct 1, 1925	17.70
Sep 1, 1925	17.70
Aug 1, 1925	17.70
Jul 1, 1925	17.70
Jun 1, 1925	17.50
May 1, 1925	17.30
Apr 1, 1925	17.20
Mar 1, 1925	17.30
Feb 1, 1925	17.20
Jan 1, 1925	17.30
Dec 1, 1924	17.30
Nov 1, 1924	17.20
Oct 1, 1924	17.20
Sep 1, 1924	17.10
Aug 1, 1924	17.00
Jul 1, 1924	17.10
Jun 1, 1924	17.00
May 1, 1924	17.00
Apr 1, 1924	17.00
Mar 1, 1924	17.10
Feb 1, 1924	17.20
Jan 1, 1924	17.30
Dec 1, 1923	17.30
Nov 1, 1923	17.30
Oct 1, 1923	17.30
Sep 1, 1923	17.20
Aug 1, 1923	17.10
Jul 1, 1923	17.20
Jun 1, 1923	17.00
May 1, 1923	16.90
Apr 1, 1923	16.90
Mar 1, 1923	16.80
Feb 1, 1923	16.80
Jan 1, 1923	16.80
Dec 1, 1922	16.90
Nov 1, 1922	16.80
Oct 1, 1922	16.70
Sep 1, 1922	16.60
Aug 1, 1922	16.60
Jul 1, 1922	16.80
Jun 1, 1922	16.70
May 1, 1922	16.70
Apr 1, 1922	16.70
Mar 1, 1922	16.70
Feb 1, 1922	16.90
Jan 1, 1922	16.90
Dec 1, 1921	17.30
Nov 1, 1921	17.40
Oct 1, 1921	17.50
Sep 1, 1921	17.50
Aug 1, 1921	17.70
Jul 1, 1921	17.70
Jun 1, 1921	17.60
May 1, 1921	17.70
Apr 1, 1921	18.10
Mar 1, 1921	18.30
Feb 1, 1921	18.40
Jan 1, 1921	19.00
Dec 1, 1920	19.40
Nov 1, 1920	19.80
Oct 1, 1920	19.90
Sep 1, 1920	20.00
Aug 1, 1920	20.30
Jul 1, 1920	20.80
Jun 1, 1920	20.90
May 1, 1920	20.60
Apr 1, 1920	20.30
Mar 1, 1920	19.70
Feb 1, 1920	19.50
Jan 1, 1920	19.30
Dec 1, 1919	18.90
Nov 1, 1919	18.50
Oct 1, 1919	18.10
Sep 1, 1919	17.80
Aug 1, 1919	17.70
Jul 1, 1919	17.40
Jun 1, 1919	16.90
May 1, 1919	16.90
Apr 1, 1919	16.70
Mar 1, 1919	16.40
Feb 1, 1919	16.20
Jan 1, 1919	16.50
Dec 1, 1918	16.50
Nov 1, 1918	16.30
Oct 1, 1918	16.00
Sep 1, 1918	15.70
Aug 1, 1918	15.40
Jul 1, 1918	15.10
Jun 1, 1918	14.70
May 1, 1918	14.50
Apr 1, 1918	14.20
Mar 1, 1918	14.00
Feb 1, 1918	14.10
Jan 1, 1918	14.00
Dec 1, 1917	13.70
Nov 1, 1917	13.50
Oct 1, 1917	13.50
Sep 1, 1917	13.30
Aug 1, 1917	13.00
Jul 1, 1917	12.80
Jun 1, 1917	13.00
May 1, 1917	12.80
Apr 1, 1917	12.60
Mar 1, 1917	12.00
Feb 1, 1917	12.00
Jan 1, 1917	11.70
Dec 1, 1916	11.60
Nov 1, 1916	11.50
Oct 1, 1916	11.30
Sep 1, 1916	11.10
Aug 1, 1916	10.90
Jul 1, 1916	10.80
Jun 1, 1916	10.80
May 1, 1916	10.70
Apr 1, 1916	10.60
Mar 1, 1916	10.50
Feb 1, 1916	10.40
Jan 1, 1916	10.40
Dec 1, 1915	10.30
Nov 1, 1915	10.30
Oct 1, 1915	10.20
Sep 1, 1915	10.10
Aug 1, 1915	10.10
Jul 1, 1915	10.10
Jun 1, 1915	10.10
May 1, 1915	10.10
Apr 1, 1915	10.00
Mar 1, 1915	9.90
Feb 1, 1915	10.00
Jan 1, 1915	10.10
Dec 1, 1914	10.10
Nov 1, 1914	10.20
Oct 1, 1914	10.10
Sep 1, 1914	10.20
Aug 1, 1914	10.20
Jul 1, 1914	10.00
Jun 1, 1914	9.90
May 1, 1914	9.90
Apr 1, 1914	9.80
Mar 1, 1914	9.90
Feb 1, 1914	9.90
Jan 1, 1914	10.00
Dec 1, 1913	10.00
Nov 1, 1913	10.10
Oct 1, 1913	10.00
Sep 1, 1913	10.00
Aug 1, 1913	9.90
Jul 1, 1913	9.90
Jun 1, 1913	9.80
May 1, 1913	9.70
Apr 1, 1913	9.80
Mar 1, 1913	9.80
Feb 1, 1913	9.80
Jan 1, 1913	9.80
Dec 1, 1912	9.70
Nov 1, 1912	9.80
Oct 1, 1912	9.80
Sep 1, 1912	9.80
Aug 1, 1912	9.70
Jul 1, 1912	9.61
Jun 1, 1912	9.61
May 1, 1912	9.70
Apr 1, 1912	9.70
Mar 1, 1912	9.42
Feb 1, 1912	9.23
Jan 1, 1912	9.13
Dec 1, 1911	9.04
Nov 1, 1911	9.13
Oct 1, 1911	9.23
Sep 1, 1911	9.23
Aug 1, 1911	9.13
Jul 1, 1911	8.85
Jun 1, 1911	8.75
May 1, 1911	8.75
Apr 1, 1911	8.75
Mar 1, 1911	9.04
Feb 1, 1911	8.94
Jan 1, 1911	9.23
Dec 1, 1910	9.23
Nov 1, 1910	9.23
Oct 1, 1910	9.42
Sep 1, 1910	9.70
Aug 1, 1910	9.80
Jul 1, 1910	9.90
Jun 1, 1910	9.90
May 1, 1910	9.99
Apr 1, 1910	10.18
Mar 1, 1910	10.09
Feb 1, 1910	9.90
Jan 1, 1910	9.90
Dec 1, 1909	9.99
Nov 1, 1909	9.90
Oct 1, 1909	9.80
Sep 1, 1909	9.61
Aug 1, 1909	9.51
Jul 1, 1909	9.42
Jun 1, 1909	9.42
May 1, 1909	9.32
Apr 1, 1909	9.23
Mar 1, 1909	9.04
Feb 1, 1909	9.04
Jan 1, 1909	8.94
Dec 1, 1908	9.04
Nov 1, 1908	8.94
Oct 1, 1908	8.85
Sep 1, 1908	8.75
Aug 1, 1908	8.75
Jul 1, 1908	8.75
Jun 1, 1908	8.66
May 1, 1908	8.66
Apr 1, 1908	8.66
Mar 1, 1908	8.56
Feb 1, 1908	8.56
Jan 1, 1908	8.66
Dec 1, 1907	8.75
Nov 1, 1907	8.94
Oct 1, 1907	9.32
Sep 1, 1907	9.23
Aug 1, 1907	9.23
Jul 1, 1907	9.23
Jun 1, 1907	9.23
May 1, 1907	9.13
Apr 1, 1907	8.94
Mar 1, 1907	8.94
Feb 1, 1907	9.04
Jan 1, 1907	8.85
Dec 1, 1906	8.94
Nov 1, 1906	8.85
Oct 1, 1906	8.75
Sep 1, 1906	8.56
Aug 1, 1906	8.47
Jul 1, 1906	8.28
Jun 1, 1906	8.56
May 1, 1906	8.56
Apr 1, 1906	8.47
Mar 1, 1906	8.47
Feb 1, 1906	8.47
Jan 1, 1906	8.47
Dec 1, 1905	8.47
Nov 1, 1905	8.37
Oct 1, 1905	8.28
Sep 1, 1905	8.28
Aug 1, 1905	8.37
Jul 1, 1905	8.28
Jun 1, 1905	8.28
May 1, 1905	8.28
Apr 1, 1905	8.37
Mar 1, 1905	8.37
Feb 1, 1905	8.47
Jan 1, 1905	8.47
Dec 1, 1904	8.47
Nov 1, 1904	8.47
Oct 1, 1904	8.28
Sep 1, 1904	8.28
Aug 1, 1904	8.18
Jul 1, 1904	8.09
Jun 1, 1904	8.09
May 1, 1904	8.09
Apr 1, 1904	8.28
Mar 1, 1904	8.37
Feb 1, 1904	8.47
Jan 1, 1904	8.28
Dec 1, 1903	8.09
Nov 1, 1903	8.09
Oct 1, 1903	8.18
Sep 1, 1903	8.28
Aug 1, 1903	8.18
Jul 1, 1903	8.18
Jun 1, 1903	8.18
May 1, 1903	8.18
Apr 1, 1903	8.37
Mar 1, 1903	8.37
Feb 1, 1903	8.66
Jan 1, 1903	8.66
Dec 1, 1902	8.56
Nov 1, 1902	8.47
Oct 1, 1902	8.75
Sep 1, 1902	8.18
Aug 1, 1902	8.09
Jul 1, 1902	8.18
Jun 1, 1902	8.18
May 1, 1902	8.09
Apr 1, 1902	7.99
Mar 1, 1902	7.90
Feb 1, 1902	7.90
Jan 1, 1902	7.90
Dec 1, 1901	7.99
Nov 1, 1901	7.90
Oct 1, 1901	7.80
Sep 1, 1901	7.80
Aug 1, 1901	7.71
Jul 1, 1901	7.61
Jun 1, 1901	7.52
May 1, 1901	7.52
Apr 1, 1901	7.52
Mar 1, 1901	7.61
Feb 1, 1901	7.61
Jan 1, 1901	7.71
Dec 1, 1900	7.61
Nov 1, 1900	7.71
Oct 1, 1900	7.71
Sep 1, 1900	7.80
Aug 1, 1900	7.71
Jul 1, 1900	7.80
Jun 1, 1900	7.71
May 1, 1900	7.80
Apr 1, 1900	7.99
Mar 1, 1900	7.99
Feb 1, 1900	7.99
Jan 1, 1900	7.90